Key,Comment,en,en-GB,de,es,
CLOUD_SHARE_REPORT_ABUSE_OPTION_SEXUAL_CONTENT,Cloud Share report abuse option 'Sexual Content',Sexual Content,Sexual Content,Sexual Content,Sexual Content,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_OPTION_OTHER,Cloud Share report abuse option 'Other',Other,Other,Other,Other,
,,,,,,
CLOUD_SHARE_REPORT_ABUSIVE_CONTENT_LABEL,Cloud Share report abusive content label,Report abusive content,Report abusive content,Report abusive content,Report abusive content,
,,,,,,
CLOUD_SHARE_INVITATIONS_INVITES_LABEL,"'Invites' label for e.g., the menu",Invitations & Referrals,Invitations & Referrals,Invitations & Referrals,Invitations & Referrals,
,,,,,,
CLOUD_SHARE_INVITATIONS_LABEL,"'Invitations' label for e.g., the Invitations screen",Invitations,Invitations,Invitations,Invitations,
,,,,,,
CLOUD_SHARE_INVITATIONS_TABLEVIEW_HEADER_LABEL,Label on the Invitations screen describing the feature,"Through our invitation and referral program, for each friend that registers for Personal Cloud, you get %@ amount of storage added to your account!","Through our invitation and referral program, for each friend that registers for Personal Cloud, you get %@ amount of storage added to your account!","Through our invitation and referral program, for each friend that registers for Personal Cloud, you get %@ amount of storage added to your account!","Through our invitation and referral program, for each friend that registers for Personal Cloud, you get %@ amount of storage added to your account!",
,,,,,,
CLOUD_SHARE_INVITATIONS_EXPAND_SELECTED_CONTACTS_LABEL,Label on the Invitations screen that expands the list of selected contacts when tapped,and %@ more...,and %@ more...,and %@ more...,and %@ more...,
,,,,,,
CLOUD_SHARE_INVITATIONS_MINIMIZE_SELECTED_CONTACTS_LABEL,Label on the Invitations screen that minimizes the list of selected contacts when tapped,view less...,view less...,view less...,view less...,
,,,,,,
CLOUD_SHARE_INVITATIONS_INVITE_BUTTON_TITLE,Title of the 'Invite' button on the Invitations screen,Invite,Invite,Invite,Invite,
,,,,,,
CLOUD_SHARE_INVITATIONS_CREATE_INVITE_LINK_BUTTON_TITLE,Title of the 'Create Invite Link' button on the Invitations screen,Create Invite Link,Create Invite Link,Create Invite Link,Create Invite Link,
,,,,,,
CLOUD_SHARE_INVITATIONS_OR_LABEL,'OR' label on the Invitations screen,OR,OR,OR,OR,
,,,,,,
CONTEXT_MENU_ITEM_REPORT_ABUSE,'Report Abuse' context menu item,Report Abusive Content,Report Abusive Content,Report Abusive Content,Report Abusive Content,
,,,,,,
SNCR_SYSTEM_HEALTH_MAINTENANCE_MODE_ALERT_TITLE," ""Label for the maintenance mode alert"""," ""Maintenance Mode""",,,,
SNCR_SYSTEM_HEALTH_MAINTENANCE_MODE_ALERT_MSG1," ""Title for the maintenance mode alert 1"""," ""Personal Cloud is currently undergoing maintenance. The app is entering Maintenance mode. Some features will be unavailable until work is complete.""",,,,
SNCR_SYSTEM_HEALTH_MAINTENANCE_MODE_ALERT_MSG2," ""Title for the maintenance mode alert 2"""," ""Personal Cloud is currently undergoing maintenance. During this time some features will be unavailable.""",,,,
SNCR_SYSTEM_HEALTH_MAINTENANCE_MODE_ALERT_MSG3," ""Title for the maintenance mode alert 3"""," ""Personal Cloud is undergoing maintenance. We'll be back soon."""," ""Personal Cloud is undergoing maintenance. We'll be back soon."""," ""Personal Cloud is undergoing maintenance. We'll be back soon."""," ""Personal Cloud is undergoing maintenance. We'll be back soon.""",
SNCR_SYSTEM_HEALTH_MAINTENANCE_MODE_NOTIFICATION_MSG," ""Text for the maintenance mode notification"""," ""Personal Cloud is in Maintenance mode.""",,,,
,,,,,,
SNCR_OFFLINE_ACCESS_CLEAR," ""Text for the offline access clear button"""," ""Clear Offline Content (%@)""",,,,
SNCR_OFFLINE_ACCESS_CLEAR_EMPTY," ""Text for the offline access clear button"""," ""Clear Offline Content""",,,,
SNCR_OFFLINE_ACCESS_CLEAR_ACTIONSHEET_TITLE," ""Title of the offline access clear action sheet"""," ""Clear all offline content?\nThis operation can’t be undone.\n\nIt will free %@ on your device.""",,,,
SNCR_OFFLINE_ACCESS_CLEAR_ACTIONSHEET_BUTTON," ""Title of button for the offline access clear action sheet"""," ""Clear Offline Content""",,,,
,,,,,,
SNCR_OFFLINE_ACCESS_CLEAR_ALERT_TITLE," ""Title of the offline access clear alert"""," ""Clear all offline content?""",,,,
SNCR_OFFLINE_ACCESS_CLEAR_ALERT_MESSAGE," ""Message for the offline access clear alert"""," ""This operation can’t be undone.\n\nIt will free %@ on your device.""",,,,
,,,,,,
SNCR_OFFLINE_ACCESS_STORAGE_LOW_ALERT_TITLE," ""Offline Access - title for low storage alert"""," ""Storage Space Low""",,,,
SNCR_OFFLINE_ACCESS_STORAGE_LOW_ALERT_MESSAGE," ""Offline Access - message for low storage alert"""," ""There’s not enough space to store these items offline. Try deselecting some items.""",,,,
,,,,,,
TOOLS_ALERT_CLOUD_OP_RUNNING_TITLE," ""Alert title when cloud op running and we try to start MCT"""," ""Content Transfer""",,,,
TOOLS_ALERT_CLOUD_OP_RUNNING_TEXT," ""Alert msg when cloud op running and we try to start MCT"""," ""You cannot start a content transfer while an upload or download operation is in progress.""",,,,
,,,,,,
SHARE_EXTENSION_MISSING_OR_WRONG_CREDENTIALS_ERROR_ALERT_MESSAGE,Alert message when 'Share With' cannot be performed due to missing or wrong credentials,Please log into Synchronoss Personal Cloud first,Please log into Synchronoss Personal Cloud first,Please log into Synchronoss Personal Cloud first,Please log into Synchronoss Personal Cloud first,
,,,,,,
SHARE_EXTENSION_MISSING_OR_WRONG_CREDENTIALS_ERROR_ALERT_DISMISS_BUTTON_MESSAGE,Title of button that dismisses the alert when 'Share With' cannot be performed due to missing or wrong credentials,Dismiss,Dismiss,Dismiss,Dismiss,
,,,,,,
SHARE_EXTENSION_FILES_SCHEDULED_FOR_UPLOAD_MESSAGE,Message shown when the files have been scheduled for upload,Your files are being uploaded,Your files are being uploaded,Your files are being uploaded,Your files are being uploaded,
,,,,,,
SHARE_EXTENSION_SOME_FILES_COULD_NOT_BE_UPLOADED_ERROR_MESSAGE,Message shown when some files could not be uploaded,Something went wrong,Something went wrong,Something went wrong,Something went wrong,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_SUBMIT_BUTTON_TITLE,Title of Submit button on the Cloud Share report abusive content screen,Submit,Submit,Submit,Submit,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_COUNTER_FORMAT,Format of the counter text on the 'Report Abuse' screen,%d Characters Remaining,%d Characters Remaining,%d Characters Remaining,%d Characters Remaining,
,,,,,,
CLOUD_SHARE_REPORT_ABUSE_REPORT_SUBMITTED_TOAST_MESSAGE,Message shown on success toast when reporting abusive,Report\nSubmitted,Report\nSubmitted,Report\nSubmitted,Report\nSubmitted,
,,,,,,
CLOUD_SHARE_INVITATIONS_INVITATION_SENT_MESSAGE,'Invitation sent!' message on the success toast,Invitation sent!,Invitation sent!,Invitation sent!,Invitation sent!,
,,,,,,
CLOUD_SHARE_INVITATIONS_INVITATION_SENT_DETAILED_MESSAGE,'We hope your friends will enjoy Personal Cloud as much as you do!' message on the success toast,We hope your friends will enjoy Personal Cloud as much as you do!,We hope your friends will enjoy Personal Cloud as much as you do!,We hope your friends will enjoy Personal Cloud as much as you do!,We hope your friends will enjoy Personal Cloud as much as you do!,
BEAMING_DEVICE_DISCONNECTED_ALERT_TITLE,Alert Title for when a device being beamed to is disconnected.,Device Disconnected!,Device Disconnected!,Device Disconnected!,Device Disconnected!,
BEAMING_DEVICE_DISCONNECTED_ALERT_MESSAGE,Alert Message for when a device being beamed to is disconnected.,The device you are beaming to has disconnected. Please try to connect again.,The device you are beaming to has disconnected. Please try to connect again.,The device you are beaming to has disconnected. Please try to connect again.,The device you are beaming to has disconnected. Please try to connect again.,
BEAMING_DEVICE_VIDEO_PLAYING_MESSAGE,Message for label below tv image when beaming video to a device.,This video is playing on,This video is playing on,This video is playing on,This video is playing on,
BEAMING_DEVICE_PHOTO_DISPLAYING_MESSAGE,Message for label below tv image when beaming a photo to a device.,This photo is displaying on,This photo is displaying on,This photo is displaying on,This photo is displaying on,
BEAMING_DEVICE_NO_AVAILABLE_DEVICES_ALERT_TITLE,Alert title for when no beamable devices are available.,No devices available!,No devices available!,No devices available!,No devices available!,
BEAMING_DEVICE_NO_AVAILABLE_DEVICES_ALERT_MESSAGE,Alert message for when no beamable devices are available.,There are currently no reachable devices to beam to. Please check your settings and try again.,There are currently no reachable devices to beam to. Please check your settings and try again.,There are currently no reachable devices to beam to. Please check your settings and try again.,There are currently no reachable devices to beam to. Please check your settings and try again.,
BEAMING_DEVICE_PICKER_TITLE,Title for device picker.,Pick a device,Pick a device,Pick a device,Pick a device,Pick a device
,,,,,,
ALBUM_MESSAGE_PHOTO_FAVORITED,"Album message, Photo favorited",Photo favorited,Photo favorited,Photo favorited,Photo favorited,
ALBUM_MESSAGE_VIDEO_FAVORITED,"Album message, Video favorited",Video favorited,Video favorited,Video favorited,Video favorited,
ALBUM_MESSAGE_DOCUMENT_FAVORITED,"Album message, Document favorited",Document favorited,Document favorited,Document favorited,Document favorited,
ALBUM_MESSAGE_FILE_FAVORITED,"Album message, File favorited",File favorited,File favorited,File favorited,File favorited,
ALBUM_MESSAGE_SONG_FAVORITED,"Album message, Song favorited",Song favorited,Song favorited,Song favorited,Song favorited,
,,,,,,
ALBUM_MESSAGE_PHOTO_UNFAVORITED,"Album message, Photo unfavorited",Photo unfavorited,Photo unfavorited,Photo unfavorited,Photo unfavorited,
ALBUM_MESSAGE_VIDEO_UNFAVORITED,"Album message, Video unfavorited",Video unfavorited,Video unfavorited,Video unfavorited,Video unfavorited,
ALBUM_MESSAGE_DOCUMENT_UNFAVORITED,"Album message, Document unfavorited",Document unfavorited,Document unfavorited,Document unfavorited,Document unfavorited,
ALBUM_MESSAGE_FILE_UNFAVORITED,"Album message, File unfavorited",File unfavorited,File unfavorited,File unfavorited,File unfavorited,
ALBUM_MESSAGE_SONG_UNFAVORITED,"Album message, Song unfavorited",Song unfavorited,Song unfavorited,Song unfavorited,Song unfavorited,
,,,,,,
ALBUM_MESSAGE_PHOTO_FAVORITED_ERROR,"Album message, Photo favorited error",Photo could not be favorited,Photo could not be favorited,Photo could not be favorited,Photo could not be favorited,
ALBUM_MESSAGE_VIDEO_FAVORITED_ERROR,"Album message, Video favorited error",Video could not be favorited,Video could not be favorited,Video could not be favorited,Video could not be favorited,
ALBUM_MESSAGE_DOCUMENT_FAVORITED_ERROR,"Album message, Document favorited error",Document could not be favorited,Document could not be favorited,Document could not be favorited,Document could not be favorited,
ALBUM_MESSAGE_FILE_FAVORITED_ERROR,"Album message, File favorited error",File could not be favorited,File could not be favorited,File could not be favorited,File could not be favorited,
ALBUM_MESSAGE_SONG_FAVORITED_ERROR,"Album message, Song favorited error",Song could not be favorited,Song could not be favorited,Song could not be favorited,Song could not be favorited,
,,,,,,
ALBUM_MESSAGE_PHOTO_UNFAVORITED_ERROR,"Album message, Photo unfavorited error",Photo could not be unfavorited,Photo could not be unfavorited,Photo could not be unfavorited,Photo could not be unfavorited,
ALBUM_MESSAGE_VIDEO_UNFAVORITED_ERROR,"Album message, Video unfavorited error",Video could not be unfavorited,Video could not be unfavorited,Video could not be unfavorited,Video could not be unfavorited,
ALBUM_MESSAGE_DOCUMENT_UNFAVORITED_ERROR,"Album message, Document unfavorited error",Document could not be unfavorited,Document could not be unfavorited,Document could not be unfavorited,Document could not be unfavorited,
ALBUM_MESSAGE_FILE_UNFAVORITED_ERROR,"Album message, File unfavorited error",File could not be unfavorited,File could not be unfavorited,File could not be unfavorited,File could not be unfavorited,
ALBUM_MESSAGE_SONG_UNFAVORITED_ERROR,"Album message, Song unfavorited error",Song could not be unfavorited,Song could not be unfavorited,Song could not be unfavorited,Song could not be unfavorited,
